KOD10;NEV
O6900;Vajúdás és szülés előesett köldökzsinórral szövődve
O6910;Vajúdás és szülés a nyakra csavarodott köldökzsinórral szövődve
O6920;Vajúdás és szülés egyéb köldökzsinór csavarodással szövődve
O6930;Vajúdás és szülés rövid köldökzsinórral szövődve
O6940;Vajúdás és szülés elöl fekvő köldökerekkel szövődve
O6950;Vajúdás és szülés a köldökzsinór érsérülésével szövődve
O6980;Vajúdás és szülés egyéb köldökzsinór szövődményekkel
O6990;Vajúdás és szülés köldökzsinór szövődményekkel, k.m.n.
O7000;Első fokú gátrepedés
O7010;Másodfokú gátrepedés a szülés alatt
O7020;Harmadfokú gátrepedés a szülés alatt
O7030;Negyedfokú gátrepedés a szülés alatt
O7090;Szülés alatti gátsérülés, k.m.n.
O7100;Méhrepedés a szülés megindulása előtt
O7110;Méhrepedés a vajúdás alatt
O7120;Méhkifordulás a szülés után
O7130;Szülési méhnyakrepedés
O7140;Szülési (önálló) magas hüvelyfalrepedés
O7150;A kismedencei szervek egyéb szülési sérülése
O7160;A medence izületeinek, és szalagjainak szülési károsodása
O7170;Szülési medencei haematoma
O7180;Egyéb meghatározott szülési sérülés
O7190;Szülési sérülés, k.m.n.
O7200;Vérzés a lepényi szakban
O7210;Egyéb vérzés közvetlenül a szülés után
O7220;Elhúzódó és másodlagos vérzés szülés után
O7230;Szülés utáni véralvadási zavarok
O7300;Lepényvisszamaradás vérzés nélkül
O7310;Lepény vagy burkokrészletek visszamaradása vérzés nélkül
O7400;Vajúdás és szülés alatti érzéstelenítés okozta aspiratios pneumonitis
O7410;Egyéb tüdő szövődmények a vajúdás és szülés alatti érzéstelenítéstől
O7420;Cardialis szövődmények a vajúdás és szülés alatt az érzéstelenítéstől
O7430;Közp. idegr.-i szövődmények a vajúdás-szülés alatti érzéstelenítéstől
O7440;Toxikus reakció a vajúdás és szülés alatt az érzéstelenítéstől
O7450;Vajúdás-szülés alatt spinal.-epidural. érzéstelenítés okozta fejfájás
O7460;Spinal.-epidural. érzéstel. egyéb szövődményei vajúdás-szülés alatt
O7470;Sikertelen vagy nehéz intubatio a vajúdás és szülés alatt
O7480;Az érzéstelenítés egyéb szövődményei a vajúdás és szülés alatt
O7490;Az érzéstelenítés szövődménye vajúdás és szülés alatt, k.m.n.
O7500;Anyai distress a vajúdás és a szülés alatt
O7510;Shock a vajúdás és szülés alatt vagy után
O7520;Láz a vajúdás alatt m.n.o.
O7530;Egyéb fertőzés a vajúdás alatt
O7531;Szívmegállás, agyi anoxia a vajudás alatt
O7540;Szülészeti műtétekkel és eljárásokal összefüggő egyéb szövődmények
O7550;Elhúzódó szülés burokrepesztés után
O7560;Elhúzódó szülés spontán vagy k.m.n. burokrepedést követően
O7570;Vaginalis szülés, előzetes császármetszés után
O7580;A vajúdás és a szülés egyéb meghatározott szövődményei
O7590;A vajúdás és szülés szövődménye, k.m.n.
O8000;Koponyavégű, spontán hüvelyi szülés
O8010;Medencevégű hüvelyi spontán szülés
O8080;Egyéb spontán egyes szülés
O8090;Spontán egyes szülés, k.m.n.
O8100;Szülés kimeneti fogóműtéttel
O8110;Szülés üregi fogóműtéttel
O8120;Szülés üregi fogóműtéttel, a koponya forgatásával
O8130;Szülés egyéb és k.m.n. fogóműtéttel
O8140;Szülés vacuum extractióval
O8150;Szülés fogó és vacuum extractio együttes alkalmazásával
O8200;Szülés elektív császármetszéssel, k.m.n.
O8210;Szülés császármetszéssel
O8220;Szülés sürgős császármetszéssel és méheltávolítással
O8280;Egyéb egyes szülés császármetszéssel
O8290;Szülés császármetszéssel, k.m.n.
O8300;Farlehúzásos exctractio
O8310;Egyéb műfogásos szülés farfekvés esetén
O8320;Egyéb, műfogással segített szülés
O8330;Élő magzat szülése hasűri terhességben
O8340;Darabolásos műtét szülés kapcsán
O8380;Egyéb egyes szülés meghatározott műfogással
O8390;Egyes szülés műfogással, k.m.n.
O8400;Többes szülés, valamennyi spontán
O8410;Többes szülés, valamennyi fogóval és vacuum extractorral
O8420;Többes szülés, valamennyi császármetszéssel
O8480;Egyéb többes szülés
O8490;Többes szülés, k.m.n.
O85H0;Gyermekágyi láz [sepsis puerperalis]
O8600;Szülészeti műtéti sebfertőzés
O8610;A genitalis traktus egyéb fertőzése szülés után
O8620;A húgyutak egyéb fertőzései szülés után
O8630;Az urogenitalis tractus egyéb fertőzései szülés után
O8640;Ismeretlen eredetű lázas állapot szülés után
O8680;Egyéb meghatározott gyermekágyi fertőzések
O8700;Felületes thrombophlebitis a gyermekágyban
O8710;Mélyvénás thrombosis a gyermekágyban
O8720;Aranyér a gyermekágyban
O8730;Agyi vénás thrombosis a gyermekágyban
O8780;Egyéb, vénás szövődmények a gyermekágyban
O8790;Vénás szövődmények a gyermekágyban, k.m.n.
O8800;Légembolia szüléssel összefüggésben
O8810;Magzatvíz embolia
O8820;Thromboembolia szüléssel összefüggésben
O8830;Septicus embolisatio szüléssel összefüggésben
O8880;Egyéb, szülészeti embolia
O8881;Szülészeti zsírembolia
O8900;Az érzéstelenítés tüdőszövődményei a gyermekágy alatt
O8910;Az érzéstelenítés cardiális szövődményei a gyermekágy alatt
O8920;Az érzéstelenítés közp. idegrendszeri szövődményei a gyermekágy alatt
O8930;Toxikus reakció helyi érzéstelenítéstől a gyermekágy alatt
O8940;Spinalis-epiduralis érzéstelenítés okozta fejfájás a gyermekágy alatt
O8950;Spinalis-epiduralis érzéstel. egyéb szövődményei a gyermekágy alatt
O8960;Sikertelen vagy nehéz intubatio a gyermekágy alatt
O8980;Az érzéstelenítés egyéb szövődményei a gyermekágy alatt
O8990;Anaesthesiologiai szövődmény a gyermekágy alatt, k.m.n.
O9000;A császármetszés sebének szétválása
O9010;A gát szülészeti sebének szétválása
O9020;Szülészeti seb vérömlenye
O9030;Cardiomyopathia a gyermekágyban
O9040;Akut veseelégtelenség szülés után
O9050;Thyreoditis szülés után
O9080;A gyermekágy egyéb szövődményei, m.n.o.
O9090;A gyermekágy szövődménye, k.m.n.
O9100;A mellbimbó szüléshez társuló fertőzései
O9110;Emlőtályog szüléshez társulva
O9120;Nem gennyes emlőgyulladás szüléshez társulva
O9200;Befordult emlőbimbó szüléshez társulva
O9210;Repedezett emlőbimbó szüléshez társulva
O9220;Az emlő egyéb és k.m.n. rendellenességei szüléshez társulva
O9230;Agalactia
O9240;Hypogalactia
O9250;Supprimált lactatio
O9260;Galactorrhoea
O9270;A tejelválasztás egyéb és k.m.n. rendellenességei
O95H0;Szülészeti halál ismeretlen okból
O96H0;Halál bármely szülészeti okból > 42 nappal, de < egy évvel szülés után
O97H0;Közvetlen szülészeti okok következményei okozta halál
O9800;A terhességet, szülést és gyermekágyat komplikáló gümőkór
O9810;A terhességet, szülést és gyermekágyat komplikáló syphilis
O9820;A terhességet, szülést és gyermekágyat komplikáló gonorrhoea
O9830;Egy.szex.úton terjedő terhességet-szülést-gy.ágyat komplikáló fertőzés
O9840;A terhességet, szülést és gyermekágyat komplikáló vírushepatitis
O9850;A terhességet, szülést, gyermekágyat komplikáló egyéb vírusbetegségek
O9860;A terhességet, szülést és gyermekágyat komplikáló protozoon betegségek
O9880;Terh.get-szülést-gy.ágyat kompl. egyéb anyai fert.- parazitás betegség
O9890;Terh.get-szülést-gy.ágyat kompl. anyai k.m.n. fert.- paraz. betegségek
O9900;A terhességet, szülést és gyermekágyat komplikáló anaemia
O9910;Terh.get-szülést-gy.ágyat kompl. vér-vérképzőszervi-immunr. betegségek
O9920;Terh.get-szülést-gy.ágyat kompl. endocrin és anyagcsere betegségek
O9930;Terh.get-szülést-gy.ágyat kompl. mentális és idegrendszeri betegségek
O9940;Terh.get-szülést-gy.ágyat kompl. keringési rendszeri betegségek
O9950;Terhességet-szülést-gyermekágyat komplikáló légzőrendszeri betegségek
O9960;Terhességet-szülést-gyermekágyat kompl. emésztőrendszeri betegségek
O9970;Terhességet-szülést-gyermekágyat komplikáló bőrbetegségek
O9980;Terhességet-szülést-gyermekágyat komplikáló egyéb meghat. állapotok
P0000;Az anya magas vérnyomás betegsége miatt érintett magzat vagy újszülött
P0010;Az anya vese - húgyúti betegsége miatt érintett magzat vagy újszülött
P0020;Az anya fertőző - parazitás betegsége miatt érintett magzat, újszülött
P0030;Az anya keringési - légzési betegsége miatt érintett magzat, újszülött
P0040;Az anya táplálkozási rendellenességei miatt érintett magzat, újszülött
P0050;A magzat vagy újszülött anyai sérülésből eredő betegsége
P0060;Az anyán végzett műtét miatt megbetegedett magzat vagy újszülött
P0070;Magzat, újszülött betegsége az anyán végzett k.m.n. orv. beav. miatt
P0080;Az anya egyéb állapotai miatt érintett magzat vagy újszülött
P0090;Az anya k.m.n. állapota miatt beteg magzat vagy újszülött
P0100;Méhnyak-elégtelenség miatt érintett magzat vagy újszülött
P0110;Idő előtti burokrepedés miatt érintett magzat és újszülött
P0120;Oligohydramnion
P0130;Túl sok magzatvíz miatt érintett magzat vagy újszülött
P0140;Méhen kívüli terhesség
P0150;Ikerterhességből származó magzat vagy újszülött
P0160;Az anya halála miatt károsodott magzat és újszülött
P0170;Magzat, újszülött károsodása szülés előtti fekvési rendell. miatt
P0180;Magzat, újszülött károsodása a terh. egyéb anyai szövődményei miatt
P0190;Magzat, újszülött betegs. a terh. alatti k.m.n. anyai szövődmény miatt
P0200;Elöl fekvő lepény miatt megbetegedett magzat és újszülött
P0210;Magzat, újszülött érintettsége egyéb placentaleválás és vérzés miatt
P0220;A lepény k.m.n. alaki és funkc. elt. miatt érintett magzat, újszülött
P0230;Lepényi transfusiós syndromák miatt érintett magzat és újszülött
P0240;Köldökzsinór előesés miatt érintett magzat és újszülött
P0250;A köldökzsinór egyéb összenyomatásai miatt érintett magzat, újszülött
P0260;A köldökzsinór egyéb és k.m.n. áll. miatt érintett magzat, újszülött
P0270;Chorioamnionitis miatt érintett magzat és újszülött
P0280;A magzatburkok egyéb rendellenességei miatt érintett magzat, újszülött
P0290;A burkok k.m.n. rendellenessége miatt érintett magzat és újszülött
P0300;Medencevégű szülés és extractio miatt érintett magzat és újszülött
P0310;Vajúdás és szülés alatt fennálló egyéb fekvési, tartási rendellenesség és téraránytalanság miatt érintett magzat és újszülött
P0320;Fogóműtét miatt érintett magzat és újszülött
P0330;Vacuum extractorral végzett szülés miatt érintett magzat és újszülött
P0340;Császármetszés miatt érintett magzat és újszülött
P0350;Rohamos szülés miatt érintett magzat és újszülött
P0360;Rendellenes fájástevékenység miatt érintett magzat és újszülött
P0380;Vajúdás-szülés egyéb specif. szöv. miatt érintett magzat, újszülött
P0390;Vajúdás-szülés k.m.n. szövődményei miatt érintett magzat, újszülött
P0400;Az anya érzéstelenítésétôl érintett magzat, újszülött
P0410;Az anya által szedett gyógyszerek miatt érintett magzat, újszülött
P0420;Az anya dohányzása miatt érintett újszülött és magzat
P0430;Az anya alkohol fogyasztása miatt érintett magzat és újszülött
P0440;Az anya kábítószer fogyasztása miatt érintett magzat és újszülött
P0450;Az anyai táplálék kémiai anyagai miatt károsodott magzat, újszülött
P0460;Környezeti kémiai anyagoknak kitett anya beteg magzata és újszülöttje
P0480;Egyéb ártalmas hatásoknak kitett anya magzata vagy újszülöttje
P0490;K.m.n. ártalmas hatásoknak kitett anya magzata és újszülöttje
P0500;A gestatiós időhöz képest kis súlyú magzat
P0510;A gestatiós időhöz képest kicsi magzat
P0520;Méhen belüli alultápláltság a gest. korhoz mért súly-méret eml. nélkül
P0590;Gyenge méhen belüli fejlettség, k.m.n.
P0700;Extrém alacsony születési súly
P0710;Egyéb alacsony születési súly
P0720;Extrém éretlenség
P0730;Egyéb koraszülött csecsemő
P0800;Óriás újszülött
P0810;Egyéb, gestatiós idejéhez képest nagy magzat
P0820;Túlhordott újszülött, a terhesség tartamához képest nem nagy súlyú
P1000;Subduralis vérzés szülési sérülés következtében
P1010;Agyvérzés szülési sérülés következtében
P1020;Agykamrai vérzés szülési sérülés következtében
P1030;Lágyburok alatti vérzés szülési sérülés következtében
P1040;Tentorium szakadás szülési sérülés következtében
P1080;Egyéb koponyán belüli sérülés-vérzés szülési sérülés következtében
P1090;Koponyán belüli sérülés-vérzés szülési sérülés következtében, k.m.n.
P1100;Agyoedema szülési sérülés miatt
P1110;Egyéb, szülési sérülés miatti agykárosodás
P1120;Szülési sérülés miatti agysérülés, k.m.n.
P1130;Az arcideg szülési sérülése
P1140;Egyéb agyidegek szülési sérülése
P1150;A gerinc és a gerincvelő szülési sérülése
P1190;A központi idegrendszer szülési sérülése, k.m.n.
P1200;Cephalhaematoma szülési sérülés miatt
P1210;Fejdaganat szülési sérülés miatt
P1220;Extracranialis subaponeuroticus vérzés szülési sérülés miatt
P1230;A hajas fejbőr horzsolódása szülési sérülés miatt
P1240;A magzat monitorozása miatt kialakult fejbőr sérülés
P1280;A hajas fejbőr egyéb sérülései
P1290;A hajas fejbőr sérülése, k.m.n.
P1300;A koponya törése szülési sérülés miatt
P1310;A koponya egyéb szülési sérülése
P1320;A combcsont szülési sérülése
P1330;Egyéb hosszú csöves csontok szülési sérülése
P1340;Kulcscsont törése szülési sérülés miatt
P1380;Egyéb csontok szülési sérülése
P1381;Szülési sérülés (Fractura ossis multiplex neonat.)
P1390;A csontok szülési sérülése, k.m.n.
P1400;Erb-típusú bénulás szülési sérülés miatt
P1410;Klumpke-típusú bénulás szülési sérülés miatt
P1420;A nervus phrenicus bénulása szülési sérülés miatt
P1430;A kari idegfonat egyéb szülési sérülései
P1480;A perifériás idegrendszer egyéb részeinek szülési sérülései
P1490;A perifériás idegrendszer szülési sérülései, k.m.n.
P1500;A máj szülési sérülése
P1510;A lép szülési sérülése
P1520;A m. sternocleidomastoideus sérülése szülési sérülés miatt
P1530;A szem szülési sérülése
P1531;Conjunctiva vérzés szülési sérülés miatt
P1532;Traumás glaucoma szülési sérülés miatt
P1540;Az arc szülési sérülése
P1550;A külső nemi szervek szülési sérülése
P1560;A bőralatti zsírszövet necrosisa szülési sérülés miatt
P1580;Egyéb, meghatározott szülési sérülések
P1590;Szülési sérülés, k.m.n.
P2000;A szülés megindulása előtt észlelt méhen belüli hypoxia
P2010;Először a vajúdás és szülés alatt észlelt hypoxia
P2090;Intrauterin hypoxia, k.m.n.
P2100;Súlyos szülési apsphyxia
P2110;Enyhe és közepes fokú szülési asphyxia
P2190;Szülési asphyxia, k.m.n.
P2200;Az újszülött respiratiós distress syndromája
P2210;Az újszülött átmeneti tachypnoéja
P2280;Az újszülött egyéb légzészavara
P2290;Az újszülött légzészavara, k.m.n.
P2300;Vírus okozta veleszületett tüdőgyulladás
P2310;Chlamydia okozta veleszületett tüdőgyulladás
P2320;Staphylococcus okozta veleszületett tüdőgyulladás
P2330;B-csoportú streptococcus okozta veleszületett tüdőgyulladás
P2340;Escherichia coli okozta veleszületett tüdőgyulladás
P2350;Pseudomonas okozta veleszületett tüdőgyulladás
P2360;Egyéb baktériumok okozta veleszületett tüdőgyulladás
P2361;Congenitalis pneumonia - Haemophylus influenzae
P2362;Congenitalis pneumonia - Kelbsiella pneumoniae
P2363;Congenitalis pneumonia - Mycoplasma
P2364;Congenitalis pneumonia - Streptococcus, egyéb
P2380;Egyéb kórokozók okozta veleszületett tüdőgyulladás
P2390;Veleszületett tüdőgyulladás, k.m.n.
P2400;Meconium aspiratio
P2410;Magzatvíz és nyák aspiratio
P2420;Vér aspiratiója újszülött korban
P2430;Tej és regurgitált táplálék aspiratiója újszülött korban
P2480;Egyéb újszülöttkori aspiratios syndromák
P2490;Újszülöttkori aspiratios syndroma, k.m.n.
P2491;Aspiratios pneumonia újszülöttkorban
P2500;A perinatális időszakban kezdődött interstitialis emphysema
P2510;Újszülött korban keletkezett pneumothorax
P2520;Újszülött korban keletkezett pneumomediastinum
P2530;Újszülött korban keletkezett pneumopericardium
